:START_ID,:END_ID,:TYPE
WorkRamp,SF Bay Area,HQ_LOCATION
Twilio,SF Bay Area,HQ_LOCATION
Pitch,"Berlin,Non-U.S.",HQ_LOCATION
Infarm,"Berlin,Non-U.S.",HQ_LOCATION
Netflix,SF Bay Area,HQ_LOCATION
Rubius,Boston,HQ_LOCATION
Checkout.com,"London,Non-U.S.",HQ_LOCATION
Taboola,New York City,HQ_LOCATION
Patreon,SF Bay Area,HQ_LOCATION
Quicko,"Sao Paulo,Non-U.S.",HQ_LOCATION
Mode Analytics,SF Bay Area,HQ_LOCATION
Compete,Tel Aviv,HQ_LOCATION
SkipTheDishes,"Winnipeg,Non-U.S.",HQ_LOCATION
Brighte,"Sydney,Non-U.S.",HQ_LOCATION
Patreon,SF Bay Area,HQ_LOCATION
GoStudent,"Vienna,Non-U.S.",HQ_LOCATION
Pomelo Fashion,"Bangkok,Non-U.S.",HQ_LOCATION
Genome Medical,SF Bay Area,HQ_LOCATION
Simple Feast,"Copenhagen,Non-U.S.",HQ_LOCATION
Foodpanda,"Singapore,Non-U.S.",HQ_LOCATION
Uber,"Vilnius,Non-U.S.",HQ_LOCATION
Rupeek,"Bengaluru,Non-U.S.",HQ_LOCATION
Intercom,SF Bay Area,HQ_LOCATION
Pendo,Raleigh,HQ_LOCATION
Demandbase,SF Bay Area,HQ_LOCATION
Brave Care,Portland,HQ_LOCATION
Lawgeex,"Tel Aviv,Non-U.S.",HQ_LOCATION
Kuda,"Lagos,Non-U.S.",HQ_LOCATION
2TM,"Sao Paulo,Non-U.S.",HQ_LOCATION
Innovaccer,SF Bay Area,HQ_LOCATION
Shopify,"Ottawa,Non-U.S.",HQ_LOCATION
Urban Sports Club,"Berlin,Non-U.S.",HQ_LOCATION
Hedvig,"Stockholm,Non-U.S.",HQ_LOCATION
Snap,Los Angeles,HQ_LOCATION
GoodRx,Los Angeles,HQ_LOCATION
Smava,"Berlin,Non-U.S.",HQ_LOCATION
Hippo Insurance,SF Bay Area,HQ_LOCATION
Clari,SF Bay Area,HQ_LOCATION
Koo,"Bengaluru,Non-U.S.",HQ_LOCATION
TCR2,Boston,HQ_LOCATION
Apartment List,SF Bay Area,HQ_LOCATION
Artnight,"Berlin,Non-U.S.",HQ_LOCATION
Electric,New York City,HQ_LOCATION
Immersive Labs,"Bristol,Non-U.S.",HQ_LOCATION
Nate,New York City,HQ_LOCATION
Meesho,"Bengaluru,Non-U.S.",HQ_LOCATION
54gene,Washington D.C.,HQ_LOCATION
Zymergen,SF Bay Area,HQ_LOCATION
Okta,SF Bay Area,HQ_LOCATION
Argyle,New York City,HQ_LOCATION
FreshDirect,Philadelphia,HQ_LOCATION
Loja Integrada,"Sao Paulo,Non-U.S.",HQ_LOCATION
Reali,SF Bay Area,HQ_LOCATION
Loop,Washington D.C.,HQ_LOCATION
Tier Mobility,"Berlin,Non-U.S.",HQ_LOCATION
Packable,New York City,HQ_LOCATION
Q4,"Toronto,Non-U.S.",HQ_LOCATION
Skedulo,SF Bay Area,HQ_LOCATION
Plato,SF Bay Area,HQ_LOCATION
NSO,"Tel Aviv,Non-U.S.",HQ_LOCATION
Tufin,Boston,HQ_LOCATION
Amperity,Seattle,HQ_LOCATION
Wayfair,Boston,HQ_LOCATION
Stripe,SF Bay Area,HQ_LOCATION
Hodlnaut,"Singapore,Non-U.S.",HQ_LOCATION
New Relic,SF Bay Area,HQ_LOCATION
Wheel,Austin,HQ_LOCATION
Malwarebytes,SF Bay Area,HQ_LOCATION
Fluke,"Sao Paulo,Non-U.S.",HQ_LOCATION
Swyftx,"Brisbane,Non-U.S.",HQ_LOCATION
Tempo Automation,SF Bay Area,HQ_LOCATION
Genesis,New York City,HQ_LOCATION
Warren,"Porto Alegre,Non-U.S.",HQ_LOCATION
AlayaCare,Montreal,HQ_LOCATION
Pliops,"Tel Aviv,Non-U.S.",HQ_LOCATION
Woven,Indianapolis,HQ_LOCATION
Sema4,Stamford,HQ_LOCATION
Blend,SF Bay Area,HQ_LOCATION
ContraFect,New York City,HQ_LOCATION
Anywell,"Tel Aviv,Non-U.S.",HQ_LOCATION
Peloton,New York City,HQ_LOCATION
Truepill,SF Bay Area,HQ_LOCATION
Calm,SF Bay Area,HQ_LOCATION
FourKites,Chicago,HQ_LOCATION
Marketforce,"Nairobi,Non-U.S.",HQ_LOCATION
Betterfly,"Santiago,Non-U.S.",HQ_LOCATION
Expert360,"Sydney,Non-U.S.",HQ_LOCATION
Trybe,"Sao Paulo,Non-U.S.",HQ_LOCATION
Permutive,"London,Non-U.S.",HQ_LOCATION
GoHealth,Chicago,HQ_LOCATION
Hootsuite,"Vancouver,Non-U.S.",HQ_LOCATION
Nutanix,SF Bay Area,HQ_LOCATION
Quanterix,Boston,HQ_LOCATION
Wix,"Tel Aviv,Non-U.S.",HQ_LOCATION
MadeiraMadeira,"Curitiba,Non-U.S.",HQ_LOCATION
Melio,New York City,HQ_LOCATION
Linktree,"Melbourne,Non-U.S.",HQ_LOCATION
Shogun,SF Bay Area,HQ_LOCATION
Absci,"Vancouver,Non-U.S.",HQ_LOCATION
Dooly,"Vancouver,Non-U.S.",HQ_LOCATION
Groupon,Chicago,HQ_LOCATION
Loggi,"Sao Paulo,Non-U.S.",HQ_LOCATION
Vroom,New York City,HQ_LOCATION
Warby Parker,New York City,HQ_LOCATION
Labelbox,SF Bay Area,HQ_LOCATION
Perion,"Tel Aviv,Non-U.S.",HQ_LOCATION
iRobot,Boston,HQ_LOCATION
Mejuri,"Toronto,Non-U.S.",HQ_LOCATION
Uberflip,"Toronto,Non-U.S.",HQ_LOCATION
Doma,SF Bay Area,HQ_LOCATION
Article,"Vancouver,Non-U.S.",HQ_LOCATION
Jam City,Los Angeles,HQ_LOCATION
10X Genomics,SF Bay Area,HQ_LOCATION
LEAD,"Mumbai,Non-U.S.",HQ_LOCATION
Zendesk,SF Bay Area,HQ_LOCATION
On Deck,SF Bay Area,HQ_LOCATION
RenoRun,"Montreal,Non-U.S.",HQ_LOCATION
RingCentral,SF Bay Area,HQ_LOCATION
Healthcare.com,Miami,HQ_LOCATION
Unbounce,"Vancouver,Non-U.S.",HQ_LOCATION
Beyond Meat,Los Angeles,HQ_LOCATION
The Org,"New Delhi,New York City",HQ_LOCATION
Robinhood,SF Bay Area,HQ_LOCATION
Latch,New York City,HQ_LOCATION
Vedantu,"Bengaluru,Non-U.S.",HQ_LOCATION
Seegrid,Pittsburgh,HQ_LOCATION
Nylas,SF Bay Area,HQ_LOCATION
Outreach,Seattle,HQ_LOCATION
Sendy,"Nairobi,Non-U.S.",HQ_LOCATION
The Predictive Index,Boston,HQ_LOCATION
Sendy,"Nairobi,Non-U.S.",HQ_LOCATION
Stedi,Boulder,HQ_LOCATION
Glossier,New York City,HQ_LOCATION
Hash,"Sao Paulo,Non-U.S.",HQ_LOCATION
Metigy,"Sydney,Non-U.S.",HQ_LOCATION
Vee,"Tel Aviv,Non-U.S.",HQ_LOCATION
Ola,"Bengaluru,Non-U.S.",HQ_LOCATION
Clearco,"Toronto,Non-U.S.",HQ_LOCATION
Imperfect Foods,SF Bay Area,HQ_LOCATION
Shelf Engine,Seattle,HQ_LOCATION
Quantcast,SF Bay Area,HQ_LOCATION
Sherpa,"Toronto,Non-U.S.",HQ_LOCATION
Ribbon,New York City,HQ_LOCATION
Career Karma,SF Bay Area,HQ_LOCATION
Metromile,SF Bay Area,HQ_LOCATION
Laybuy,Auckland,HQ_LOCATION
Allbirds,SF Bay Area,HQ_LOCATION
TextNow,"Waterloo,Non-U.S.",HQ_LOCATION
Rivian,Detroit,HQ_LOCATION
Vox Media,Washington D.C.,HQ_LOCATION
Coinsquare,"Toronto,Non-U.S.",HQ_LOCATION
Skai,"Tel Aviv,Non-U.S.",HQ_LOCATION
Shopify,"Ottawa,Non-U.S.",HQ_LOCATION
McMakler,"Berlin,Non-U.S.",HQ_LOCATION
Fiverr,"Tel Aviv,Non-U.S.",HQ_LOCATION
InDebted,"Sydney,Non-U.S.",HQ_LOCATION
Outbrain,New York City,HQ_LOCATION
Dover,SF Bay Area,HQ_LOCATION
Immutable,"Sydney,Non-U.S.",HQ_LOCATION
Zymergen,SF Bay Area,HQ_LOCATION
Pear Therapeutics ,Boston,HQ_LOCATION
Soluto,"Tel Aviv,Non-U.S.",HQ_LOCATION
Eucalyptus,"Sydney,Non-U.S.",HQ_LOCATION
Workstream,SF Bay Area,HQ_LOCATION
Quanto,"Sao Paulo,Non-U.S.",HQ_LOCATION
Clarify Health,SF Bay Area,HQ_LOCATION
Blockchain.com,"London,Non-U.S.",HQ_LOCATION
Callisto Media,SF Bay Area,HQ_LOCATION
AppGate,Miami,HQ_LOCATION
WHOOP,Boston,HQ_LOCATION
Rad Power Bikes,Seattle,HQ_LOCATION
Lunchbox,New York City,HQ_LOCATION
RealSelf,Seattle,HQ_LOCATION
Just Eat Takeaway,"Amsterdam,Non-U.S.",HQ_LOCATION
Flyhomes,Seattle,HQ_LOCATION
Varo,SF Bay Area,HQ_LOCATION
BlueStacks,SF Bay Area,HQ_LOCATION
Lyft,SF Bay Area,HQ_LOCATION
Introhive,"Ferdericton,Non-U.S.",HQ_LOCATION
Zencity,"Tel Aviv,Non-U.S.",HQ_LOCATION
Splice,New York City,HQ_LOCATION
Forma.ai,"Toronto,Non-U.S.",HQ_LOCATION
Arc,SF Bay Area,HQ_LOCATION
Invitae,SF Bay Area,HQ_LOCATION
Olive,Columbus,HQ_LOCATION
M1,Chicago,HQ_LOCATION
SellerX,"Berlin,Non-U.S.",HQ_LOCATION
Stint,"London,Non-U.S.",HQ_LOCATION
PACT Pharma,SF Bay Area,HQ_LOCATION
Gemini,New York City,HQ_LOCATION
Lusha,New York City,HQ_LOCATION
Bright Money,"Bengaluru,Non-U.S.",HQ_LOCATION
Project44,Chicago,HQ_LOCATION
Heroes,"London,Non-U.S.",HQ_LOCATION
Aspire,SF Bay Area,HQ_LOCATION
Zego,"London,Non-U.S.",HQ_LOCATION
The Mom Project,Chicago,HQ_LOCATION
Unstoppable Domains,SF Bay Area,HQ_LOCATION
Kiavi,SF Bay Area,HQ_LOCATION
Wave,"Dakar,Non-U.S.",HQ_LOCATION
Tonal,SF Bay Area,HQ_LOCATION
Fabric,New York City,HQ_LOCATION
Bryter,"Berlin,Non-U.S.",HQ_LOCATION
ChowNow,Los Angeles,HQ_LOCATION
Involves,"Florianópolis,Non-U.S.",HQ_LOCATION
100 Thieves,Los Angeles,HQ_LOCATION
Nuro,SF Bay Area,HQ_LOCATION
Gopuff,Philadelphia,HQ_LOCATION
Fraazo,"Mumbai,Non-U.S.",HQ_LOCATION
Babylon,"London,Non-U.S.",HQ_LOCATION
Hubilo,SF Bay Area,HQ_LOCATION
Hopin,"London,Non-U.S.",HQ_LOCATION
Alice,"Sao Paulo,Non-U.S.",HQ_LOCATION
SundaySky,New York City,HQ_LOCATION
PuduTech,"Shenzen,Non-U.S.",HQ_LOCATION
Butler Hospitality,New York City,HQ_LOCATION
Calibrate,New York City,HQ_LOCATION
Argo AI,Pittsburgh,HQ_LOCATION
Next Insurance,SF Bay Area,HQ_LOCATION
Adwerx,Durham,HQ_LOCATION
Emotive,Los Angeles,HQ_LOCATION
Remote,SF Bay Area,HQ_LOCATION
Shopify,"Ottawa,Non-U.S.",HQ_LOCATION
Anodot,"Tel Aviv,Non-U.S.",HQ_LOCATION
SQream,New York City,HQ_LOCATION
Loft,"Sao Paulo,Non-U.S.",HQ_LOCATION
Bizzabo,New York City,HQ_LOCATION
eToro,"Tel Aviv,Non-U.S.",HQ_LOCATION
Verbit,New York City,HQ_LOCATION
Outschool,SF Bay Area,HQ_LOCATION
Bullish,"Hong Kong,Non-U.S.",HQ_LOCATION
Transmit Security,Boston,HQ_LOCATION
Thimble,New York City,HQ_LOCATION
Syte,"Tel Aviv,Non-U.S.",HQ_LOCATION
Lightricks,"Jerusalem,Non-U.S.",HQ_LOCATION
Chessable,"London,Non-U.S.",HQ_LOCATION
Sendle,"Sydney,Non-U.S.",HQ_LOCATION
Lendis,"Berlin,Non-U.S.",HQ_LOCATION
Gorillas,"Berlin,Non-U.S.",HQ_LOCATION
Celsius,New York City,HQ_LOCATION
WanderJaunt,SF Bay Area,HQ_LOCATION
Canoo,Los Angeles,HQ_LOCATION
Bamboo Health,Louisville,HQ_LOCATION
Teleport,SF Bay Area,HQ_LOCATION
Enjoy,SF Bay Area,HQ_LOCATION
Crejo.Fun,"Bengaluru,Non-U.S.",HQ_LOCATION
Stash Financial,New York City,HQ_LOCATION
Nate,New York City,HQ_LOCATION
Snyk,Boston,HQ_LOCATION
Stream,Boulder,HQ_LOCATION
Finleap Connect,"Hamburg,Non-U.S.",HQ_LOCATION
Abra,SF Bay Area,HQ_LOCATION
Toppr,"Mumbai,Non-U.S.",HQ_LOCATION
Unity,SF Bay Area,HQ_LOCATION
Niantic,SF Bay Area,HQ_LOCATION
AvantStay,Los Angeles,HQ_LOCATION
Qumulo,Seattle,HQ_LOCATION
Clutch,"Toronto,Non-U.S.",HQ_LOCATION
Parallel Wireless,Nashua,HQ_LOCATION
Oye Rickshaw,"New Delhi,Non-U.S.",HQ_LOCATION
Rows,"Berlin,Non-U.S.",HQ_LOCATION
Baton,SF Bay Area,HQ_LOCATION
Substack,SF Bay Area,HQ_LOCATION
Huobi,"Beijing,Non-U.S.",HQ_LOCATION
WhiteHat Jr,"Mumbai,Non-U.S.",HQ_LOCATION
StockX,Detroit,HQ_LOCATION
Sidecar Health,Los Angeles,HQ_LOCATION
StockX,Detroit,HQ_LOCATION
Vezeeta,"Dubai,Non-U.S.",HQ_LOCATION
Bright Machines,SF Bay Area,HQ_LOCATION
HealthMatch,"Sydney,Non-U.S.",HQ_LOCATION
AppLovin,SF Bay Area,HQ_LOCATION
UiPath,New York City,HQ_LOCATION
Udaan,"Bengaluru,Non-U.S.",HQ_LOCATION
Cue,San Diego,HQ_LOCATION
Banxa,"Melbourne,Non-U.S.",HQ_LOCATION
SafeGraph,SF Bay Area,HQ_LOCATION
Postscript,SF Bay Area,HQ_LOCATION
Bitpanda,"Vienna,Non-U.S.",HQ_LOCATION
Sunday,Atlanta,HQ_LOCATION
Bestow,Dallas,HQ_LOCATION
Ethos Life,SF Bay Area,HQ_LOCATION
Netflix,SF Bay Area,HQ_LOCATION
Aura,Boston,HQ_LOCATION
Pipl,Spokane,HQ_LOCATION
Vouch,SF Bay Area,HQ_LOCATION
Voyage SMS,Los Angeles,HQ_LOCATION
MasterClass,SF Bay Area,HQ_LOCATION
IronNet,Washington D.C.,HQ_LOCATION
Bungalow,SF Bay Area,HQ_LOCATION
IronNet,Washington D.C.,HQ_LOCATION
Sprinklr,New York City,HQ_LOCATION
Superpedestrian,Boston,HQ_LOCATION
Voi,"Stockholm,Non-U.S.",HQ_LOCATION
Balto,St. Louis,HQ_LOCATION
Ritual,"Toronto,Non-U.S.",HQ_LOCATION
Ebanx,"Curitiba,Non-U.S.",HQ_LOCATION
TaskUs,Los Angeles,HQ_LOCATION
Community,Los Angeles,HQ_LOCATION
Sourcegraph,SF Bay Area,HQ_LOCATION
Bybit,"Singapore,Non-U.S.",HQ_LOCATION
SummerBio,SF Bay Area,HQ_LOCATION
Trax,"Singapore,Non-U.S.",HQ_LOCATION
Aqgromalin,"Chennai,Non-U.S.",HQ_LOCATION
Bonsai,"Toronto,Non-U.S.",HQ_LOCATION
Brighte,"Sydney,Non-U.S.",HQ_LOCATION
CityMall,"Gurugram,Non-U.S.",HQ_LOCATION
BitOasis,"Dubai,Non-U.S.",HQ_LOCATION
Unacademy,"Bengaluru,Non-U.S.",HQ_LOCATION
Bytedance,"Shanghai,Non-U.S.",HQ_LOCATION
Socure,Reno,HQ_LOCATION
Finite State,Columbus,HQ_LOCATION
JOKR,New York City,HQ_LOCATION
Zumper,SF Bay Area,HQ_LOCATION
PharmEasy,"Mumbai,Non-U.S.",HQ_LOCATION
Swappie,"Helsinki,Non-U.S.",HQ_LOCATION
Wealthsimple,"Toronto,Non-U.S.",HQ_LOCATION
Weee!,SF Bay Area,HQ_LOCATION
Notarize,Boston,HQ_LOCATION
Elementor,"Tel Aviv,Non-U.S.",HQ_LOCATION
Tonkean,SF Bay Area,HQ_LOCATION
Airtame,"Copenhagen,Non-U.S.",HQ_LOCATION
OpenWeb,"Tel Aviv,Non-U.S.",HQ_LOCATION
Swyft,"Toronto,Non-U.S.",HQ_LOCATION
Coinbase,SF Bay Area,HQ_LOCATION
Redfin,Seattle,HQ_LOCATION
Compass,New York City,HQ_LOCATION
Sami,"Sao Paulo,Non-U.S.",HQ_LOCATION
Breathe,"New Delhi,Non-U.S.",HQ_LOCATION
Hunty,"Bogota,Non-U.S.",HQ_LOCATION
TIFIN,Boulder,HQ_LOCATION
BlockFi,New York City,HQ_LOCATION
Wave Sports and Entertainment,Los Angeles,HQ_LOCATION
Studio,SF Bay Area,HQ_LOCATION
Crypto.com,"Singapore,Non-U.S.",HQ_LOCATION
FarEye,"New Delhi,Non-U.S.",HQ_LOCATION
Berlin Brands Group,"Berlin,Non-U.S.",HQ_LOCATION
Sanar,"Sao Paulo,Non-U.S.",HQ_LOCATION
Freetrade,"London,Non-U.S.",HQ_LOCATION
Albert,Los Angeles,HQ_LOCATION
OneTrust,Atlanta,HQ_LOCATION
Stitch Fix,SF Bay Area,HQ_LOCATION
Daniel Wellington,"Stockholm,Non-U.S.",HQ_LOCATION
Convoy,Seattle,HQ_LOCATION
Hologram,Chicago,HQ_LOCATION
Boozt,"Malmo,Non-U.S.",HQ_LOCATION
The Grommet,Boston,HQ_LOCATION
Stashaway,"Singapore,Non-U.S.",HQ_LOCATION
Preply,Boston,HQ_LOCATION
Sonder,SF Bay Area,HQ_LOCATION
Kavak,"Sao Paulo,Non-U.S.",HQ_LOCATION
Truepill,SF Bay Area,HQ_LOCATION
iPrice Group,Kuala Lumpur,HQ_LOCATION
Cazoo,"London,Non-U.S.",HQ_LOCATION
Cazoo,"London,Non-U.S.",HQ_LOCATION
Rupeek,"Bengaluru,Non-U.S.",HQ_LOCATION
Lummo,"Jakarta,Non-U.S.",HQ_LOCATION
Bird,Los Angeles,HQ_LOCATION
ID.me,Washington D.C.,HQ_LOCATION
KiwiCo,SF Bay Area,HQ_LOCATION
Clearco,"Toronto,Non-U.S.",HQ_LOCATION
Dutchie,Bend,HQ_LOCATION
Eruditus,"Mumbai,Non-U.S.",HQ_LOCATION
Afterverse,"Brasilia,Non-U.S.",HQ_LOCATION
Superhuman,SF Bay Area,HQ_LOCATION
Food52,New York City,HQ_LOCATION
Carbon Health,SF Bay Area,HQ_LOCATION
Favo,"Sao Paulo,Non-U.S.",HQ_LOCATION
PolicyGenius,New York City,HQ_LOCATION
Yojak,"Gurugram,Non-U.S.",HQ_LOCATION
Envato,"Melbourne,Non-U.S.",HQ_LOCATION
Gemini,New York City,HQ_LOCATION
Stord,Atlanta,HQ_LOCATION
Gather,SF Bay Area,HQ_LOCATION
Shef,SF Bay Area,HQ_LOCATION
IRL,SF Bay Area,HQ_LOCATION
TomTom,"Amsterdam,Non-U.S.",HQ_LOCATION
Cybereason,Boston,HQ_LOCATION
Udayy,"Gurugram,Non-U.S.",HQ_LOCATION
2TM,"Sao Paulo,Non-U.S.",HQ_LOCATION
Curve,"London,Non-U.S.",HQ_LOCATION
Loom,SF Bay Area,HQ_LOCATION
Skillshare,New York City,HQ_LOCATION
Impala,"London,Non-U.S.",HQ_LOCATION
Eaze,SF Bay Area,HQ_LOCATION
Playtika,"Tel Aviv,Non-U.S.",HQ_LOCATION
Replicated,Los Angeles,HQ_LOCATION
Tomo,Stamford,HQ_LOCATION
Getta,"Tel Aviv,Non-U.S.",HQ_LOCATION
BookClub,Salt Lake City,HQ_LOCATION
SWVL,"Dubai,Non-U.S.",HQ_LOCATION
Mobile Premier League,"Bengaluru,Non-U.S.",HQ_LOCATION
SumUp,"Sao Paulo,Non-U.S.",HQ_LOCATION
FrontRow,"Bengaluru,Non-U.S.",HQ_LOCATION
Daloopa,"New Delhi,Non-U.S.",HQ_LOCATION
Uncapped,"London,Non-U.S.",HQ_LOCATION
VTEX,"Sao Paulo,Non-U.S.",HQ_LOCATION
Bitso,"Mexico City,Non-U.S.",HQ_LOCATION
Foodpanda,"Bucharest,Non-U.S.",HQ_LOCATION
Dazn,"London,Non-U.S.",HQ_LOCATION
Lacework,SF Bay Area,HQ_LOCATION
Bolt,SF Bay Area,HQ_LOCATION
PeerStreet,Los Angeles,HQ_LOCATION
Kontist,"Berlin,Non-U.S.",HQ_LOCATION
Nuri,"Berlin,Non-U.S.",HQ_LOCATION
Coterie Insurance,Cincinnati,HQ_LOCATION
Gorillas,"Berlin,Non-U.S.",HQ_LOCATION
Zenius,"Jakarta,Non-U.S.",HQ_LOCATION
The Zebra,Austin,HQ_LOCATION
Klarna,"Stockholm,Non-U.S.",HQ_LOCATION
PayPal,SF Bay Area,HQ_LOCATION
Buenbit,"Buenos Aires,Non-U.S.",HQ_LOCATION
BeyondMinds,"Tel Aviv,Non-U.S.",HQ_LOCATION
ClickUp,San Diego,HQ_LOCATION
Airtime,New York City,HQ_LOCATION
MFine,"Bengaluru,Non-U.S.",HQ_LOCATION
Latch,New York City,HQ_LOCATION
Outside,Boulder,HQ_LOCATION
Skillz,SF Bay Area,HQ_LOCATION
Cars24,"Gurugram,Non-U.S.",HQ_LOCATION
Vedantu,"Bengaluru,Non-U.S.",HQ_LOCATION
Netflix,SF Bay Area,HQ_LOCATION
Kry,"Stockholm,Non-U.S.",HQ_LOCATION
Picsart,Miami,HQ_LOCATION
Zak,"Sao Paulo,Non-U.S.",HQ_LOCATION
AliExpress Russia,"Moscow,Non-U.S.",HQ_LOCATION
Thirty Madison,New York City,HQ_LOCATION
CommonBond,New York City,HQ_LOCATION
Zwift,Los Angeles,HQ_LOCATION
Section4,New York City,HQ_LOCATION
DataRobot,Boston,HQ_LOCATION
Carvana,Phoenix,HQ_LOCATION
Doma,SF Bay Area,HQ_LOCATION
Pollen,"London,Non-U.S.",HQ_LOCATION
Latch,New York City,HQ_LOCATION
Vroom,New York City,HQ_LOCATION
Reef,Miami,HQ_LOCATION
divvyDOSE,Davenport,HQ_LOCATION
Vedantu,"Bengaluru,Non-U.S.",HQ_LOCATION
Mural,SF Bay Area,HQ_LOCATION
On Deck,SF Bay Area,HQ_LOCATION
SEND,"Sydney,Non-U.S.",HQ_LOCATION
Colossus,Boston,HQ_LOCATION
Cameo,Chicago,HQ_LOCATION
Mainstreet,SF Bay Area,HQ_LOCATION
Ideoclick,Seattle,HQ_LOCATION
Vise,New York City,HQ_LOCATION
Avo,"Tel Aviv,Non-U.S.",HQ_LOCATION
Noom,New York City,HQ_LOCATION
Domestika,SF Bay Area,HQ_LOCATION
Netflix,SF Bay Area,HQ_LOCATION
Wahoo Fitness,Atlanta,HQ_LOCATION
Robinhood,SF Bay Area,HQ_LOCATION
Bonsai,"Toronto,Non-U.S.",HQ_LOCATION
Clyde,New York City,HQ_LOCATION
Xiaohongshu,"Shanghai,Non-U.S.",HQ_LOCATION
Facily,"Sao Paulo,Non-U.S.",HQ_LOCATION
Lemonade,New York City,HQ_LOCATION
Blend,SF Bay Area,HQ_LOCATION
QuintoAndar,"Sao Paulo,Non-U.S.",HQ_LOCATION
Loft,"Sao Paulo,Non-U.S.",HQ_LOCATION
Humble,SF Bay Area,HQ_LOCATION
Ahead,SF Bay Area,HQ_LOCATION
Rad Power Bikes,Seattle,HQ_LOCATION
Meesho,"Bengaluru,Non-U.S.",HQ_LOCATION
Food52,New York City,HQ_LOCATION
Unacademy,"Bengaluru,Non-U.S.",HQ_LOCATION
Goodfood,"Calgary,Non-U.S.",HQ_LOCATION
Workrise,Austin,HQ_LOCATION
BitMEX,Non-U.S.,HQ_LOCATION
Legible,"Vancouver,Non-U.S.",HQ_LOCATION
Lightico,"Tel Aviv,Non-U.S.",HQ_LOCATION
Sea,"Bengaluru,Non-U.S.",HQ_LOCATION
Rasa,"Berlin,Non-U.S.",HQ_LOCATION
Gopuff,Philadelphia,HQ_LOCATION
Thinkific,"Vancouver,Non-U.S.",HQ_LOCATION
Furlenco,"Bengaluru,Non-U.S.",HQ_LOCATION
Storytel,"Stockholm,Non-U.S.",HQ_LOCATION
Curology,SF Bay Area,HQ_LOCATION
Trell,"Bengaluru,Non-U.S.",HQ_LOCATION
Knock,New York City,HQ_LOCATION
Better.com,New York City,HQ_LOCATION
Adaptive Biotechnologies,Seattle,HQ_LOCATION
Hyperscience,New York City,HQ_LOCATION
WeDoctor,Non-U.S.,HQ_LOCATION
Wish,SF Bay Area,HQ_LOCATION
OKCredit,"New Delhi,Non-U.S.",HQ_LOCATION
Lido,"Mumbai,Non-U.S.",HQ_LOCATION
Virgin Hyperloop,Los Angeles,HQ_LOCATION
Trustly,"Stockholm,Non-U.S.",HQ_LOCATION
Liv Up,"Sao Paulo,Non-U.S.",HQ_LOCATION
Homie,Salt Lake City,HQ_LOCATION
Hopin,"London,Non-U.S.",HQ_LOCATION
Daily Harvest,New York City,HQ_LOCATION
Peloton,New York City,HQ_LOCATION
Rhino,New York City,HQ_LOCATION
Gopuff,Philadelphia,HQ_LOCATION
Glossier,New York City,HQ_LOCATION
Root Insurance,Columbus,HQ_LOCATION
Delivery Hero,"Berlin,Non-U.S.",HQ_LOCATION
Better.com,New York City,HQ_LOCATION
BitTitan,Seattle,HQ_LOCATION
Zillow,Seattle,HQ_LOCATION
InVision,New York City,HQ_LOCATION
Zymergen,SF Bay Area,HQ_LOCATION
Treehouse,Portland,HQ_LOCATION
Tanium,Seattle,HQ_LOCATION
Flockjay,SF Bay Area,HQ_LOCATION
Bytedance,"Shanghai,Non-U.S.",HQ_LOCATION
Pagarbook,"Bengaluru,Non-U.S.",HQ_LOCATION
Katerra,SF Bay Area,HQ_LOCATION
Lambda School,SF Bay Area,HQ_LOCATION
Patreon,SF Bay Area,HQ_LOCATION
New Relic,SF Bay Area,HQ_LOCATION
HuffPo,New York City,HQ_LOCATION
Ninjacart,"Bengaluru,Non-U.S.",HQ_LOCATION
Bounce,"Bengaluru,Non-U.S.",HQ_LOCATION
ThredUp,Chicago,HQ_LOCATION
Indigo,Boston,HQ_LOCATION
Limelight,New York City,HQ_LOCATION
Quandoo,"Berlin,Non-U.S.",HQ_LOCATION
Hubba,"Toronto,Non-U.S.",HQ_LOCATION
Bytedance,"Mumbai,Non-U.S.",HQ_LOCATION
Privitar,"London,Non-U.S.",HQ_LOCATION
Shutterfly,SF Bay Area,HQ_LOCATION
Postmates,SF Bay Area,HQ_LOCATION
Instacart,SF Bay Area,HQ_LOCATION
Pocketmath,Singapore,HQ_LOCATION
Dropbox,SF Bay Area,HQ_LOCATION
WhiteHat Jr,"Mumbai,Non-U.S.",HQ_LOCATION
Pulse Secure,SF Bay Area,HQ_LOCATION
Breather,"Montreal,Non-U.S.",HQ_LOCATION
Actifio,Boston,HQ_LOCATION
OYO,"Gurugram,Non-U.S.",HQ_LOCATION
Aya,"Toronto,Non-U.S.",HQ_LOCATION
Bridge Connector,Nashville,HQ_LOCATION
Tidepool,SF Bay Area,HQ_LOCATION
Worksmith,Austin,HQ_LOCATION
LivePerson,New York City,HQ_LOCATION
Remedy,Austin,HQ_LOCATION
Knotel,New York City,HQ_LOCATION
CodeCombat,SF Bay Area,HQ_LOCATION
GetYourGuide,"Berlin,Non-U.S.",HQ_LOCATION
OLX India,"New Delhi,Non-U.S.",HQ_LOCATION
Alto Pharmacy,SF Bay Area,HQ_LOCATION
NS8,Las Vegas,HQ_LOCATION
Bleacher Report,"London,Non-U.S.",HQ_LOCATION
Waze,SF Bay Area,HQ_LOCATION
Big Fish Games,Seattle,HQ_LOCATION
GoBear,"Singapore,Non-U.S.",HQ_LOCATION
